CLOTHING,frilled_skirt,0,78316,"frilly_skirt,ruffled_skirt"
CLOTHING,feathers,0,304201,""
NONE,cloudy_sky,0,79003,""
CLOTHING,pink_bow,0,79588,""
CLOTHING,red_necktie,0,79834,""
FACE_CHARACTERISTIC,black_nails,0,87085,""
CLOTHING,x_hair_ornament,0,77729,""
NONE,red_flower,0,77912,""
FACE_EXPRESSION,light_smile,0,77250,""
CLOTHING,backpack,0,88001,""
NONE,bara,0,77012,""
GENDER,3boys,0,76974,"3boy"
CLOTHING,suit,0,101723,""
GENERAL_CHARACTERISTIC,eyes_visible_through_hair,0,76712,"eye_through_hair"
CLOTHING,mob_cap,0,76505,"pillow_hat,pillowhat"
GENERAL_EXPRESSION,sleeping,0,115343,""
NONE,plant,0,415039,""
ACTION,skirt_lift,0,82414,""
NONE,1other,0,75428,"sole_other"
NONE,cross,0,82071,""
CLOTHING,suspenders,0,79525,""
CLOTHING,topless,0,210344,""
CLOTHING,red_shirt,0,82702,""
CLOTHING,blazer,0,74839,""
ACTION,bottle,0,96534,""
ANGLE,motion_lines,0,141607,""
FACE_EXPRESSION,looking_up,0,114364,""
CLOTHING,ear_piercing,0,344497,""
CLOTHING,white_apron,0,73943,""
NONE,yaoi,0,73811,"boy_love,boy's_love,boys_love,gay,shonen-ai,shounen-ai"
NONE,fire,0,128718,""
CLOTHING,denim,0,108715,""
NONE,couple,0,73509,"romance"
RACE,elf,0,73429,"elf_ears,elven_ears"
GENERAL_CHARACTERISTIC,spiked_hair,0,73103,"spikey_hair,spiky_hair"
NONE,?,0,72292,"question_mark"
NONE,stuffed_animal,0,72258,"nuigurumi,plushie,plushies,plushy,stuffed_animals"
FACE_CHARACTERISTIC,light_blush,0,72243,""
GENERAL_CHARACTERISTIC,single_hair_bun,0,71841,"bun,hair_bun,hairbun"
NONE,bug,0,71729,"bugs,insect,insects"
ACTION,straddling,0,87110,""
CLOTHING,animal_print,0,80610,""
CLOTHING,black_leotard,0,72814,""
CLOTHING,red_bowtie,0,71312,""
ACTION,holding_cup,0,78953,""
FACE_EXPRESSION,clenched_teeth,0,122811,""
CLOTHING,crown,0,111615,""
NONE,cover,7,79387,""
NONE,horse_tail,0,71252,""
CLOTHING,juliet_sleeves,0,70223,""
CLOTHING,formal_clothes,0,69869,"formal"
ACTION,grabbing_another's_breast,0,69704,"boob_grab,breast_grab,breasts_grab,grabbing_breasts"
CLOTHING,t-shirt,0,99745,""
CLOTHING,tassel,0,69635,"tassels,tassle"
ACTION,fellatio,0,232998,""
ACTION,outstretched_arms,0,69985,""
NONE,;d,0,69559,""
ACTION,holding_gun,0,79877,""
FACE_CHARACTERISTIC,white_pupils,0,80965,""
FACE_CHARACTERISTIC,slit_pupils,0,117495,""
NONE,gem,0,99617,""
ACTION,sex_from_behind,0,68773,"from_behind_position,penetration_from_behind,taken_from_behind"
CLOTHING,shoulder_armor,0,68973,""
NONE,curtains,0,81768,""
